fafb_type	hemibrain_type	hemibrain_type_fafb	fafb_type_nt	fafb_type_confidence	hemibrain_type_nt	hemibrain_type_confidence	known_nt	known_nt_source	FBbt_id	FBbt_name	FBbt_nts	notes	FBbt_definition
CB1883			acetylcholine	0.98									
CB1884			glutamate	0.625									
CB1885			acetylcholine	0.98									
CB1886			acetylcholine	0.7425									
CB1887			acetylcholine	0.98									
CB1888			acetylcholine	0.98									
CB1889			acetylcholine	0.98									
CB1890			acetylcholine	0.98									
CB1891			glutamate	0.378									
CB1892			glutamate	0.75									
CB1893			glutamate	0.75									
CB1894			gaba	0.42									
CB1895			acetylcholine	0.98									
CB1896			acetylcholine	0.98									
CB1897			acetylcholine	0.9371									
CB1898			acetylcholine	0.98									
CB1899			glutamate	0.75									
CB1900			acetylcholine	0.98									
CB1901			acetylcholine	0.98									
CB1902			acetylcholine	0.98									
CB1903			acetylcholine	0.98									
CB1904			acetylcholine	0.98									
CB1905			glutamate	0.75									
CB1906			acetylcholine	0.98									
CB1907			acetylcholine	0.98									
CB1908			acetylcholine	0.98									
CB1909			acetylcholine	0.98									
CB1910			acetylcholine	0.98									
CB1911			glutamate	0.75									
CB1912			acetylcholine	0.98									
CB1913			glutamate	0.75									
CB1914			acetylcholine	0.98									
CB1916			gaba	0.96									
CB1917			acetylcholine	0.98									
CB1918			gaba	0.88									
CB1919			acetylcholine	0.98									
CB1920			acetylcholine	0.98									
CB1921			acetylcholine	0.98									
CB1923			acetylcholine	0.98									
CB1924			acetylcholine	0.98									
CB1925			acetylcholine	0.98									
CB1926			glutamate	0.75									
CB1927			gaba	0.96									
CB1928			glutamate	0.75									
CB1929			glutamate	0.75									
CB1930			acetylcholine	0.98									
CB1931			glutamate	0.75									
CB1932			acetylcholine	0.98									
CB1933			acetylcholine	0.98									
CB1934			acetylcholine	0.98									
CB1935			glutamate	0.75									
CB1936			gaba	0.96									
CB1937			glutamate	0.5357									
CB1938			acetylcholine	0.98									
CB1939			glutamate	0.75									
CB1941			gaba	0.96									
CB1942			gaba	0.84									
CB1943			gaba	0.3975									
CB1944			gaba	0.5425									
CB1945			glutamate	0.75									
CB1946			glutamate	0.75									
CB1947			acetylcholine	0.98									
CB1948			gaba	0.96									
CB1949			glutamate	0.25									
CB1950			acetylcholine	0.98									
CB1951			acetylcholine	0.98									
CB1952			acetylcholine	0.98									
CB1953			acetylcholine	0.98									
CB1955			acetylcholine	0.98									
CB1956			acetylcholine	0.98									
CB1957			glutamate	0.75									
CB1958			glutamate	0.75									
CB1959			glutamate	0.75									
CB1960			acetylcholine	0.98									
CB1961			acetylcholine	0.88									
CB1962			gaba	0.96									
CB1963			acetylcholine	0.98									
CB1964			acetylcholine	0.98									
CB1965			acetylcholine	0.98									
CB1966			gaba	0.96									
CB1967			glutamate	0.75									
CB1969			gaba	0.4417									
CB1970			glutamate	0.75									
CB1972			glutamate	0.75									
CB1973			acetylcholine	0.98									
CB1974			acetylcholine	0.88									
CB1975			glutamate	0.75									
CB1976			glutamate	0.75									
CB1977			acetylcholine	0.98									
CB1978			gaba	0.66									
CB1979			acetylcholine	0.98									
CB1980			acetylcholine	0.98									
CB1981			glutamate	0.75									
CB1982			glutamate	0.5033									
CB1983			acetylcholine	0.98									
CB1984			glutamate	0.75									
CB1985			acetylcholine	0.98									
CB1986			acetylcholine	0.98									
CB1987			glutamate	0.75									
CB1989			acetylcholine	0.98									
CB1990			acetylcholine	0.98									
CB1991			glutamate	0.75									
CB1992			acetylcholine	0.98									
CB1993			acetylcholine	0.98									
CB1995			acetylcholine	0.98									
CB1996			gaba	0.482									
CB1997			glutamate	0.75									
CB1999			acetylcholine	0.98									
CB2000			acetylcholine	0.98									
CB2001			acetylcholine	0.98									
CB2002			gaba	0.366									
CB2003			glutamate	0.75									
CB2005			acetylcholine	0.98									
CB2006			acetylcholine	0.98									
CB2007			acetylcholine	0.98									
CB2008			acetylcholine	0.98									
CB2009			glutamate	0.75									
CB2010			glutamate	0.75									
CB2011			acetylcholine	0.98									
CB2012			glutamate	0.75									
CB2013			acetylcholine	0.98									
CB2014			acetylcholine	0.98									
CB2015			acetylcholine	0.98									
CB2016			glutamate	0.75									
CB2017			acetylcholine	0.98									
CB2018			gaba	0.4971									
CB2019			acetylcholine	0.98									
CB2020			gaba	0.96									
CB2021			acetylcholine	0.98									
CB2022			glutamate	0.75									
CB2023			gaba	0.96									
CB2024			glutamate	0.75									
CB2025			acetylcholine	0.98									
CB2026			glutamate	0.75									
CB2027			glutamate	0.75									
CB2028			gaba	0.492									
CB2028			gaba	0.492									
CB2029			glutamate	0.75									
CB2030			acetylcholine	0.98									
CB2031			acetylcholine	0.98									
CB2032			acetylcholine	0.98									
CB2033			acetylcholine	0.98									
CB2034			acetylcholine	0.98									
CB2035			acetylcholine	0.98									
CB2036			gaba	0.8571									
CB2037			acetylcholine	0.98									
CB2038			glutamate	0.75									
CB2039			acetylcholine	0.98									
CB2040			acetylcholine	0.98									
CB2041			acetylcholine	0.76									
CB2043			gaba	0.96									
CB2044			gaba	0.492									
CB2045			acetylcholine	0.98									
CB2046			acetylcholine	0.98									
CB2047			acetylcholine	0.98									
CB2048			acetylcholine	0.98									
CB2049			acetylcholine	0.98									
CB2050			acetylcholine	0.98									
CB2051			acetylcholine	0.98									
CB2053			gaba	0.705									
CB2054			gaba	0.96									
CB2055			gaba	0.96									
CB2056			gaba	0.69									
CB2057			acetylcholine	0.98									
CB2059			glutamate	0.75									
CB2060			glutamate	0.75									
CB2062			acetylcholine	0.98									
CB2063			acetylcholine	0.98									
CB2064			glutamate	0.75									
CB2065			acetylcholine	0.98									
CB2066			gaba	0.7543									
CB2067			gaba	0.654									
CB2068			acetylcholine	0.98									
CB2069			acetylcholine	0.98									
CB2070			acetylcholine	0.98									
CB2071			acetylcholine	0.98									
CB2072			gaba	0.96									
CB2074			glutamate	0.75									
CB2075			acetylcholine	0.98									
CB2076			acetylcholine	0.98									
CB2077			acetylcholine	0.98									
CB2078			glutamate	0.75									
CB2079			acetylcholine	0.98									
CB2080			acetylcholine	0.98									
CB2081			acetylcholine	0.98									
CB2082			glutamate	0.75									
CB2084			glutamate	0.565									
CB2085			acetylcholine	0.98									
CB2086			glutamate	0.75									
CB2087			gaba	0.69									
CB2088			acetylcholine	0.98									
CB2089			acetylcholine	0.98									
CB2090			acetylcholine	0.98									
CB2091			gaba	0.816									
CB2092			acetylcholine	0.98									
CB2093			acetylcholine	0.98									
CB2094			acetylcholine	0.98									
CB2095			glutamate	0.75									
CB2096			acetylcholine	0.98									
CB2097			acetylcholine	0.98									
CB2098			glutamate	0.75									
CB2099			acetylcholine	0.98									
CB2100			acetylcholine	0.98									
CB2101			gaba	0.78									
CB2102			acetylcholine	0.98									
CB2103			glutamate	0.25									
CB2105			acetylcholine	0.98									
CB2106			glutamate	0.75									
CB2107			gaba	0.6									
CB2108			acetylcholine	0.98									
CB2111			glutamate	0.75									
CB2112			glutamate	0.75									
CB2113			acetylcholine	0.98									
CB2114			gaba	0.96									
CB2115			acetylcholine	0.98									
CB2116			glutamate	0.75									
CB2117			acetylcholine	0.98									
CB2118			acetylcholine	0.98									
CB2119			acetylcholine	0.98									
CB2120			acetylcholine	0.98									
CB2121			acetylcholine	0.98									
CB2122			acetylcholine	0.98									
CB2123			acetylcholine	0.98									
CB2124			acetylcholine	0.98									
CB2125			acetylcholine	0.98									
CB2126		5813078030	glutamate	0.1875									
CB2127			acetylcholine	0.98									
CB2128			acetylcholine	0.98									
CB2129			acetylcholine	0.98									
CB2130			acetylcholine	0.98									
CB2131			acetylcholine	0.98									
CB2132			acetylcholine	0.98									
CB2133			acetylcholine	0.98									
CB2134			acetylcholine	0.98									
CB2135			glutamate	0.75									
CB2135			glutamate	0.75									
CB2136			glutamate	0.75									
CB2137			acetylcholine	0.98									
CB2138			acetylcholine	0.98									
CB2139			gaba	0.96									
CB2140			glutamate	0.75									
CB2141			gaba	0.96									
CB2142			acetylcholine	0.98									
CB2143			acetylcholine	0.98									
CB2144			acetylcholine	0.98									
CB2145			glutamate	0.75									
CB2146			glutamate	0.75									
CB2147			acetylcholine	0.98									
CB2148			acetylcholine	0.98									
CB2149			gaba	0.816									
CB2151			gaba	0.48									
CB2152			glutamate	0.75									
CB2153			acetylcholine	0.98									
CB2154			glutamate	0.75									
CB2155			acetylcholine	0.98									
CB2156			gaba	0.585									
CB2157			glutamate	0.75									
CB2159			acetylcholine	0.98									
CB2160			glutamate	0.375									
CB2162			gaba	0.6									
CB2163			glutamate	0.75									
CB2164			acetylcholine	0.98									
CB2165			gaba	0.45									
CB2166			glutamate	0.75									
CB2167			acetylcholine	0.98									
CB2168			acetylcholine	0.98									
CB2169			acetylcholine	0.98									
CB2170			acetylcholine	0.98									
CB2171			acetylcholine	0.98									
CB2172			acetylcholine	0.98									
CB2173			acetylcholine	0.98									
CB2174			acetylcholine	0.98									
CB2175			gaba	0.96									
CB2176			gaba	0.96									
CB2177			glutamate	0.75									
CB2178			acetylcholine	0.98									
CB2179			glutamate	0.75									
CB2180			acetylcholine	0.98									
CB2181			acetylcholine	0.98									
CB2182			glutamate	0.75									
CB2183			acetylcholine	0.98									
CB2184			acetylcholine	0.98									
CB2185			gaba	0.96									
CB2186			acetylcholine	0.98									
CB2187			acetylcholine	0.98									
CB2188			acetylcholine	0.905									
CB2189			glutamate	0.75									
CB2190			glutamate	0.75									
CB2191			gaba	0.96									
CB2192			acetylcholine	0.98									
CB2193			glutamate	0.75									
CB2194			glutamate	0.75									
CB2195			acetylcholine	0.98									
CB2196			glutamate	0.75									
CB2197			acetylcholine	0.98									
CB2198			glutamate	0.375									
CB2199			acetylcholine	0.98									
CB2200			acetylcholine	0.98									
CB2201			gaba	0.555									
CB2202			acetylcholine	0.98									
CB2203			gaba	0.96									
CB2204			acetylcholine	0.98									
CB2205			acetylcholine	0.98									
CB2206			acetylcholine	0.98									
CB2207			acetylcholine	0.98									
CB2208			acetylcholine	0.98									
CB2209			acetylcholine	0.98									
CB2211			glutamate	0.75									
CB2211			glutamate	0.75									
CB2212			gaba	0.96									
CB2212			gaba	0.96									
CB2213			gaba	0.96									
CB2214			acetylcholine	0.9425									
CB2215			acetylcholine	0.98									
CB2217			acetylcholine	0.98									
CB2218			acetylcholine	0.98									
CB2220			acetylcholine	0.98									
CB2221			acetylcholine	0.98									
CB2222			glutamate	0.75									
CB2224			acetylcholine	0.98									
CB2224			acetylcholine	0.98									
CB2225			glutamate	0.75									
CB2226			acetylcholine	0.98									
CB2227			acetylcholine	0.98									
CB2228			gaba	0.96									
CB2229			glutamate	0.75									
CB2231			acetylcholine	0.98									
CB2232			glutamate	0.75									
CB2233			gaba	0.96									
CB2235			gaba	0.3975									
CB2236			acetylcholine	0.98									
CB2237			glutamate	0.75									
CB2238			gaba	0.96									
CB2239			acetylcholine	0.98									
CB2240			acetylcholine	0.98									
CB2241			acetylcholine	0.98									
CB2242			acetylcholine	0.98									
CB2243			glutamate	0.75									
CB2244			glutamate	0.75									
CB2245			gaba	0.56									
CB2246			acetylcholine	0.98									
CB2247			acetylcholine	0.98									
CB2248			acetylcholine	0.98									
CB2249			acetylcholine	0.98									
CB2250			glutamate	0.75									
CB2251			gaba	0.96									
CB2252			glutamate	0.75									
CB2253			gaba	0.96									
CB2254			gaba	0.96									
CB2256			acetylcholine	0.98									
CB2257			acetylcholine	0.98									
CB2258			acetylcholine	0.98									
CB2259			glutamate	0.75									
CB2260			gaba	0.72									
CB2261			gaba	0.96									
CB2263			glutamate	0.75									
CB2264			acetylcholine	0.98									
CB2265			acetylcholine	0.98									
CB2266			acetylcholine	0.98									
CB2267			acetylcholine	0.98									
CB2269			glutamate	0.75									
CB2270			acetylcholine	0.98									
CB2271			acetylcholine	0.98									
CB2273			glutamate	0.75									
CB2274			acetylcholine	0.98									
CB2276			gaba	0.96									
CB2277			glutamate	0.75									
CB2278			gaba	0.96									
CB2279			acetylcholine	0.98									
CB2280			glutamate	0.75									
CB2281			acetylcholine	0.98									
CB2282			acetylcholine	0.98									
CB2283			acetylcholine	0.98									
CB2284			acetylcholine	0.98									
CB2285			acetylcholine	0.98									
CB2286			acetylcholine	0.98									
CB2287			glutamate	0.5									
CB2288			acetylcholine	0.98									
CB2289			acetylcholine	0.98									
CB2290			glutamate	0.75									
CB2291			acetylcholine	0.98									
CB2292			glutamate	0.75									
CB2293			gaba	0.96									
CB2294			acetylcholine	0.98									
CB2295			acetylcholine	0.98									
CB2296			acetylcholine	0.98									
CB2297			glutamate	0.75									
CB2298			glutamate	0.75									
CB2299			acetylcholine	0.98									
CB2300			acetylcholine	0.98									
CB2302			glutamate	0.75									
CB2303			acetylcholine	0.5633									
CB2304			acetylcholine	0.98									
CB2305			acetylcholine	0.98									
CB2307			gaba	0.96									
CB2308			acetylcholine	0.98									
CB2309			acetylcholine	0.98									
CB2310			acetylcholine	0.98									
CB2311			acetylcholine	0.98									
CB2312			glutamate	0.75									
CB2313			acetylcholine	0.98									
CB2315			glutamate	0.75									
CB2316			acetylcholine	0.98									
CB2317			glutamate	0.75									
CB2318			glutamate	0.75									
CB2319			acetylcholine	0.98									
CB2320			acetylcholine	0.98									
CB2321			acetylcholine	0.98									
CB2322			glutamate	0.5									
CB2323			acetylcholine	0.98									
CB2326			glutamate	0.75									
CB2327			gaba	0.96									
CB2328			glutamate	0.75									
CB2329			glutamate	0.75									
CB2330			acetylcholine	0.98									
CB2331			acetylcholine	0.98									
CB2333			gaba	0.6									
CB2334			gaba	0.6									
CB2335			glutamate	0.75									
CB2336			acetylcholine	0.98									
CB2337			glutamate	0.75									
CB2338			gaba	0.96									
CB2339			acetylcholine	0.98									
CB2340			acetylcholine	0.98									
CB2341			acetylcholine	0.98									
CB2342			glutamate	0.75									
CB2343			glutamate	0.6429									
CB2344			acetylcholine	0.98									
CB2345			glutamate	0.75									
CB2346			glutamate	0.75									
CB2347			acetylcholine	0.98									
CB2348			acetylcholine	0.98									
CB2349			acetylcholine	0.98									
CB2350			acetylcholine	0.98									
CB2351			glutamate	0.25									
CB2352			acetylcholine	0.98									
CB2353			acetylcholine	0.98									
CB2354			acetylcholine	0.98									
CB2355			acetylcholine	0.98									
CB2356			acetylcholine	0.98									
CB2357			gaba	0.573									
CB2358			glutamate	0.75									
CB2360			acetylcholine	0.98									
CB2361			acetylcholine	0.98									
CB2362			glutamate	0.75									
CB2363			glutamate	0.75									
CB2364			gaba	0.96									
CB2365			acetylcholine	0.98									
CB2366			acetylcholine	0.98									
CB2367			acetylcholine	0.98									
CB2368			acetylcholine	0.98									
CB2369			glutamate	0.75									
CB2370			acetylcholine	0.98									
CB2371			acetylcholine	0.98									
CB2372			gaba	0.96									
CB2373			acetylcholine	0.98									
CB2374			glutamate	0.75									
CB2375			acetylcholine	0.98									
CB2376			acetylcholine	0.98									
CB2377			acetylcholine	0.98									
CB2378			glutamate	0.75									
CB2379			acetylcholine	0.98									
CB2380			gaba	0.96									
CB2381			acetylcholine	0.98									
CB2382			acetylcholine	0.98									
CB2383			acetylcholine	0.98									
CB2384			acetylcholine	0.98									
CB2385			acetylcholine	0.98									
CB2386			acetylcholine	0.98									
CB2387			glutamate	0.75									
CB2389			gaba	0.608									
CB2390			acetylcholine	0.98									
CB2391			gaba	0.555									
CB2392			acetylcholine	0.98									
CB2393			glutamate	0.75									
CB2394			gaba	0.96									
CB2395			acetylcholine	0.98									
CB2396			gaba	0.96									
CB2397			acetylcholine	0.98									
CB2398			acetylcholine	0.98									
CB2399			glutamate	0.75									
CB2401			glutamate	0.75									
CB2402			glutamate	0.75									
CB2403			acetylcholine	0.98									
CB2404			acetylcholine	0.98									
CB2405			glutamate	0.375									
CB2406			acetylcholine	0.98									
CB2407			acetylcholine	0.98									
CB2408			acetylcholine	0.98									
CB2409			acetylcholine	0.98									
CB2411			glutamate	0.75									
CB2412			acetylcholine	0.98									
CB2413			acetylcholine	0.98									
CB2414			acetylcholine	0.98									
CB2415			acetylcholine	0.98									
CB2416			acetylcholine	0.98									
CB2417			gaba	0.96									
CB2418			acetylcholine	0.98									
CB2419			acetylcholine	0.98									
CB2420			gaba	0.72									
CB2421			glutamate	0.75									
CB2422			acetylcholine	0.98									
CB2423			acetylcholine	0.98									
CB2424			acetylcholine	0.98									
CB2425			gaba	0.72									
CB2426			gaba	0.96									
CB2427			glutamate	0.75									
CB2428			acetylcholine	0.98									
CB2429			acetylcholine	0.98									
CB2430			gaba	0.96									
CB2431			gaba	0.84									
CB2432			acetylcholine	0.98									
CB2433			acetylcholine	0.98									
CB2434			glutamate	0.75									
CB2436			acetylcholine	0.98									
CB2437			glutamate	0.75									
CB2438			glutamate	0.75									
CB2439			acetylcholine	0.98									
CB2440			gaba	0.501									
CB2442			acetylcholine	0.98									
CB2443			glutamate	0.75									
CB2444			acetylcholine	0.98									
CB2446			acetylcholine	0.98									
CB2447			acetylcholine	0.98									
CB2448			gaba	0.636									
CB2449			acetylcholine	0.98									
CB2450			acetylcholine	0.98									
CB2451			glutamate	0.75									
CB2452			glutamate	0.75									
CB2453			acetylcholine	0.98									
CB2454			acetylcholine	0.98									
CB2455			acetylcholine	0.98									
CB2456			glutamate	0.45									
CB2457			acetylcholine	0.98									
CB2458			acetylcholine	0.98									
CB2459			glutamate	0.75									
CB2460			gaba	0.672									
CB2461			acetylcholine	0.98									
CB2462			glutamate	0.75									
CB2463			glutamate	0.75									
CB2465			glutamate	0.75									
CB2466			glutamate	0.75									
CB2467			acetylcholine	0.98									
CB2468			acetylcholine	0.98									
CB2469			gaba	0.654									
CB2470			acetylcholine	0.98									
CB2471			gaba	0.58									
CB2472			acetylcholine	0.98									
CB2473			gaba	0.78									
CB2474			gaba	0.6									
CB2475			acetylcholine	0.98									
CB2476			acetylcholine	0.98									
CB2477			acetylcholine	0.98									
CB2478			acetylcholine	0.98									
CB2479			acetylcholine	0.98									
CB2480			glutamate	0.75									
CB2481			acetylcholine	0.88									
CB2482			glutamate	0.75									
CB2485			glutamate	0.75									
CB2487			acetylcholine	0.98									
CB2488			acetylcholine	0.98									
CB2489			acetylcholine	0.98									
CB2490			acetylcholine	0.98									
CB2491			acetylcholine	0.98									
CB2492			glutamate	0.75									
CB2493			gaba	0.78									
CB2493			gaba	0.78									
CB2494			acetylcholine	0.98									
CB2495			glutamate	0.375									
CB2497			acetylcholine	0.98									
CB2498			acetylcholine	0.98									
CB2500			glutamate	0.75									
CB2501			acetylcholine	0.98									
CB2502			acetylcholine	0.98									
CB2503			acetylcholine	0.725									
CB2504			gaba	0.96									
CB2505			glutamate	0.75									
CB2506			acetylcholine	0.905									
CB2507			glutamate	0.75									
CB2509			acetylcholine	0.98									
CB2510			acetylcholine	0.98									
CB2511			acetylcholine	0.98									
CB2512			acetylcholine	0.98									
CB2513			gaba	0.96									
CB2514			acetylcholine	0.98									
CB2515			acetylcholine	0.98									
CB2516			gaba	0.78									
CB2517			glutamate	0.75									
CB2518			acetylcholine	0.98									
CB2519			acetylcholine	0.98									
CB2520			acetylcholine	0.98									
CB2521			acetylcholine	0.98									
CB2522			acetylcholine	0.98									
CB2523			acetylcholine	0.98									
CB2524			acetylcholine	0.98									
CB2526			acetylcholine	0.98									
CB2527			acetylcholine	0.6367									
CB2528			acetylcholine	0.98									
CB2529			glutamate	0.75									
CB2530			glutamate	0.75									
CB2531			glutamate	0.75									
CB2532			acetylcholine	0.88									
CB2533			glutamate	0.75									
CB2534			acetylcholine	0.98									
CB2535			acetylcholine	0.98									
CB2536			gaba	0.96									
CB2537			acetylcholine	0.98									
CB2538			acetylcholine	0.98									
CB2539			glutamate	0.625									
CB2540			acetylcholine	0.98									
CB2541			glutamate	0.75									
CB2542			acetylcholine	0.88									
CB2543			acetylcholine	0.98									
CB2544			acetylcholine	0.98									
CB2545			acetylcholine	0.98									
CB2547			acetylcholine	0.98									
CB2548			gaba	0.96									
CB2549			acetylcholine	0.98									
CB2550			acetylcholine	0.98									
CB2551			acetylcholine	0.98									
CB2552			acetylcholine	0.98									
CB2553			acetylcholine	0.98									
CB2554			glutamate	0.75									
CB2555			acetylcholine	0.98									
CB2556			acetylcholine	0.98									
CB2557			gaba	0.96									
CB2558			acetylcholine	0.98									
CB2559			acetylcholine	0.98									
CB2560			acetylcholine	0.98									
CB2561			gaba	0.96									
CB2562			glutamate	0.5									
CB2563			acetylcholine	0.98									
CB2564			acetylcholine	0.98									
CB2565			acetylcholine	0.98									
CB2566			gaba	0.96									
CB2567			gaba	0.96									
CB2568			glutamate	0.75									
CB2569			acetylcholine	0.755									
CB2570			gaba	0.45									
CB2571			acetylcholine	0.624									
CB2572			acetylcholine	0.98									
CB2573			acetylcholine	0.92									
CB2574			acetylcholine	0.98									
CB2575			acetylcholine	0.98									
CB2576			acetylcholine	0.98									
CB2577			glutamate	0.75									
CB2578			glutamate	0.75									
CB2579			acetylcholine	0.98									
CB2580			acetylcholine	0.98									
CB2581			gaba	0.7575									
CB2582			acetylcholine	0.98									
CB2583			gaba	0.96									
CB2584			glutamate	0.75									
CB2585			acetylcholine	0.98									
CB2587			glutamate	0.75									
CB2588			acetylcholine	0.98									
CB2590			acetylcholine	0.98									
CB2591			acetylcholine	0.98									
CB2592			acetylcholine	0.98									
CB2593			acetylcholine	0.98									
CB2594			gaba	0.96									
CB2595			acetylcholine	0.98									
CB2596			acetylcholine	0.98									
CB2598			acetylcholine	0.98									
CB2599			acetylcholine	0.7475									
CB2600			glutamate	0.75									
CB2601			acetylcholine	0.98									
CB2602			acetylcholine	0.98									
CB2604			gaba	0.96									
CB2605			acetylcholine	0.98									
CB2606			acetylcholine	0.98									
CB2607			acetylcholine	0.98									
CB2608			glutamate	0.75									
CB2610			acetylcholine	0.98									
CB2611			glutamate	0.75									
CB2612			gaba	0.96									
CB2613			acetylcholine	0.98									
CB2615			glutamate	0.75									
CB2616			glutamate	0.75									
CB2617			acetylcholine	0.98									
CB2618			acetylcholine	0.98									
CB2619			glutamate	0.75									
CB2620			glutamate	0.25									
CB2621			gaba	0.6057									
CB2623			acetylcholine	0.98									
CB2624			acetylcholine	0.98									
CB2625			acetylcholine	0.93									
CB2626			acetylcholine	0.98									
CB2627			acetylcholine	0.98									
CB2628			glutamate	0.75									
CB2629			glutamate	0.75									
CB2630			gaba	0.96									
CB2632			acetylcholine	0.98									
CB2633			acetylcholine	0.98									
CB2634			acetylcholine	0.98									
CB2635			acetylcholine	0.98									
CB2636			acetylcholine	0.98									
CB2637			acetylcholine	0.98									
CB2638			acetylcholine	0.98									
CB2639			gaba	0.78									
CB2640			gaba	0.77									
CB2642			acetylcholine	0.98									
CB2643			acetylcholine	0.98									
CB2644			gaba	0.42									
CB2645			glutamate	0.75									
CB2646			acetylcholine	0.98									
CB2647			acetylcholine	0.98									
CB2648			glutamate	0.75									
CB2649			acetylcholine	0.98									
CB2650			acetylcholine	0.98									
CB2651			acetylcholine	0.98									
CB2652			glutamate	0.75									
CB2653			glutamate	0.75									
CB2654			acetylcholine	0.98									
CB2655			acetylcholine	0.98									
CB2656			acetylcholine	0.98									
CB2657			glutamate	0.75									
CB2659			acetylcholine	0.98									
CB2660			acetylcholine	0.98									
CB2661			glutamate	0.75									
CB2663			gaba	0.96									
CB2664			acetylcholine	0.98									
CB2665			glutamate	0.75									
CB2666			glutamate	0.75									
CB2667			acetylcholine	0.98									
CB2668			acetylcholine	0.98									
CB2669			acetylcholine	0.98									
CB2670			glutamate	0.75									
CB2671			glutamate	0.75									
CB2672			acetylcholine	0.78									
CB2673			glutamate	0.75									
CB2674			glutamate	0.6									
CB2675			gaba	0.96									
CB2676			gaba	0.6									
CB2677			glutamate	0.75									
CB2678			gaba	0.6129									
CB2679			acetylcholine	0.98									
CB2680			acetylcholine	0.98									
CB2681			gaba	0.96									
CB2682			acetylcholine	0.98									
CB2683			gaba	0.45									
CB2684			acetylcholine	0.98									
CB2685			acetylcholine	0.98									
CB2687			acetylcholine	0.98									
CB2688			acetylcholine	0.98									
CB2689			acetylcholine	0.98									
CB2690			gaba	0.672									
CB2691			glutamate	0.75									
CB2692			glutamate	0.75									
CB2692			glutamate	0.75									
CB2693			acetylcholine	0.98									
CB2694			glutamate	0.6									
CB2695			gaba	0.96									
CB2696			acetylcholine	0.98									
CB2697			gaba	0.96									
CB2698			acetylcholine	0.98									
CB2699			acetylcholine	0.98									
CB2700			gaba	0.96									
CB2701			acetylcholine	0.98									
CB2702			acetylcholine	0.98									
CB2703			gaba	0.96									
CB2706			acetylcholine	0.98									
CB2707			glutamate	0.75									
CB2707			glutamate	0.75									
CB2708			acetylcholine	0.98									
CB2709			glutamate	0.25									
CB2710			acetylcholine	0.98									
CB2711			gaba	0.96									
CB2712			acetylcholine	0.98									
CB2713			acetylcholine	0.98									
CB2714			acetylcholine	0.98									
CB2715			acetylcholine	0.98									
CB2716			glutamate	0.75									
CB2717			acetylcholine	0.98									
CB2718			glutamate	0.375									
CB2719			acetylcholine	0.98									
CB2720			acetylcholine	0.98									
CB2721			glutamate	0.75									
CB2722			glutamate	0.75									
CB2723			acetylcholine	0.98									
CB2724			glutamate	0.5033									
CB2724			glutamate	0.5033									
CB2725			glutamate	0.75									
CB2726			glutamate	0.75									
CB2728			glutamate	0.75									
CB2729			gaba	0.555									
CB2730			dopamine	0.83									
CB2731			gaba	0.5775									
CB2733			glutamate	0.75									
CB2734			acetylcholine	0.98									
CB2735			acetylcholine	0.98									
CB2736			glutamate	0.75									
CB2737			acetylcholine	0.98									
CB2738			glutamate	0.75									
CB2739			glutamate	0.75									
CB2740			acetylcholine	0.98									
CB2741			gaba	0.96									
CB2743			acetylcholine	0.98									
CB2744			acetylcholine	0.98									
CB2745			acetylcholine	0.7475									
CB2746			glutamate	0.75									
CB2747			acetylcholine	0.98									
CB2748			serotonin	0.2425									
CB2749			acetylcholine	0.98									
CB2750			glutamate	0.454									
CB2750			glutamate	0.454									
CB2751			gaba	0.555									
CB2752			acetylcholine	0.98									
CB2754			acetylcholine	0.98									
CB2755			gaba	0.96									
CB2756			glutamate	0.75									
CB2757			glutamate	0.75									
CB2758			glutamate	0.375									
CB2759			acetylcholine	0.98									
CB2760			glutamate	0.75									
CB2761			gaba	0.96									
CB2762			glutamate	0.75									
CB2763			gaba	0.96									
CB2764			glutamate	0.75									
CB2765			glutamate	0.75									
CB2766			glutamate	0.75									
CB2767			glutamate	0.75									
CB2768			acetylcholine	0.98									
CB2769			acetylcholine	0.98									
CB2770			glutamate	0.45									
CB2771			glutamate	0.75									
CB2772			gaba	0.96									
CB2773			glutamate	0.75									
CB2774			acetylcholine	0.98									
CB2776			gaba	0.96									
CB2777			acetylcholine	0.98									
CB2778			acetylcholine	0.98									
CB2779			glutamate	0.75									
CB2780			acetylcholine	0.98									
CB2781			gaba	0.69									
CB2782			glutamate	0.75									
CB2783			glutamate	0.75									
CB2784			gaba	0.636									
CB2785			glutamate	0.75									
CB2786			glutamate	0.75									
CB2787			acetylcholine	0.98									
CB2789			acetylcholine	0.98									
CB2790			glutamate	0.75									
CB2791			acetylcholine	0.98									
CB2792			glutamate	0.6267									
CB2793			acetylcholine	0.98									
CB2795			glutamate	0.75									
CB2796			acetylcholine	0.98									
CB2797			acetylcholine	0.98									
CB2798			gaba	0.555									
CB2799			glutamate	0.75									
CB2800			acetylcholine	0.98									
CB2801			acetylcholine	0.98									
CB2802			acetylcholine	0.98									
CB2803			acetylcholine	0.98									
CB2804			glutamate	0.75									
CB2805			acetylcholine	0.98									
CB2806			acetylcholine	0.98									
CB2807			glutamate	0.75									
CB2808			glutamate	0.75									
CB2809			glutamate	0.75									
CB2810			acetylcholine	0.98									
CB2811			acetylcholine	0.98									
CB2812			gaba	0.6									
CB2812			gaba	0.6									
CB2813			glutamate	0.75									
CB2814			glutamate	0.75									
CB2816			glutamate	0.5625									
