bodyid,pre,type,species,region,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021382,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021415,236,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021452,212,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021469,275,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021659,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813021865,250,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022060,220,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022119,224,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022133,262,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022203,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022207,230,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022210,216,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813022352,217,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027400,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027460,198,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813027704,206,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032541,260,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032552,203,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032782,232,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813032967,225,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033012,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033059,244,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033065,261,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033144,234,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813033226,210,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813035612,273,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Barnstedt et al. 2016,immuno,5
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Barnstedt et al. 2016,immuno,5
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Barnstedt et al. 2016,immuno,5
5813040171,246,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Barnstedt et al. 2016,immuno,5
5813041206,223,KCg-m,adult_drosophila_melanogaster,central_brain,MBp1,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813041206,223,KCg-m,adult_drosophila_melanogaster,central_brain,MBp2,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813041206,223,KCg-m,adult_drosophila_melanogaster,central_brain,MBp3,acetylcholine,Aso et al. 2019,scRNA-seq,3
5813041206,223,KCg-m,adult_drosophila_melanogaster,central_brain,MBp4,acetylcholine,Aso et al. 2019,scRNA-seq,3
