species,region,cell_type,hemilineage,neurotransmitter_verified,neurotransmitter_verified_source,neurotransmitter_verified_evidence,neurotransmitter_verified_confidence
adult_drosophila_melanogaster,vnc,IN17A091,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A092,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A093,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A094,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A095,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A096,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A097,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A098,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A099,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A100,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A101,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A102,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A103,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A104,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A105,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A106,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A107,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A108,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A109,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A110,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A111,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A112,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A113,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A114,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A115,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A116,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A117,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A118,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A119,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN17A120,17A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B005,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B006,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B008,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B009,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B011,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B012,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B013,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B014,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B015,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B016,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B017,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B018,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B020,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B021,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B026,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B027,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B028,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B029,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B031,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B033,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B034,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B035,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B036,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B037,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B038,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B039,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B040,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B041,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B042,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B043,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B044,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B045,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B046,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B047,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B048,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B049,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B050,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B051,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B052,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B054,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B055,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN18B056,18B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A001,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A002,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A003,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A004,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A005,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A007,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A008,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A011,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A013,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A015,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A016,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A020,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A021,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A022,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A024,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A026,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A029,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A030,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A031,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A033,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A036,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A037,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A041,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A042,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A043,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A044,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A045,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A046,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A047,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A048,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A049,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A050,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A051,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A052,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A053,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A054,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A055,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A056,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A057,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A058,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A059,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A060,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A061,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A062,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A063,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A064,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A065,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A067,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A068,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A069,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A070,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A071,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A072,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A073,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A074,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A076,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A077,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A079,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A080,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A081,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A082,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A083,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A084,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A085,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A086,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A087,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A088,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A089,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A090,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A091,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A092,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A093,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A094,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A095,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A096,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A098,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A099,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A100,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A101,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A102,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A103,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A104,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A105,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A106,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A107,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A108,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A109,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A110,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A111,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A112,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A113,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A114,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A115,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A116,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A117,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A118,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A119,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A120,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A121,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A122,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A123,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A124,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A125,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A126,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A127,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A128,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A129,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A130,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A131,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A132,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A133,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A134,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A135,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A136,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A137,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A139,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19A142,19A,gaba,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B002,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B003,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B004,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B005,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B007,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B008,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B011,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B012,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B013,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B015,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B016,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B020,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B021,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B023,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B027,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B029,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B030,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B031,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B033,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B034,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B035,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B037,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B038,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B040,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B041,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B043,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B045,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B047,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B048,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B050,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B052,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B053,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B054,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B055,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B056,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B057,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B058,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B062,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B064,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B066,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B067,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B068,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B069,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B070,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B071,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B072,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B073,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B075,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B077,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B078,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B080,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B081,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B082,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B083,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B084,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B085,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B086,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B087,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B088,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B089,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B090,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B091,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B092,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B094,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B095,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B096,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B097,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B103,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN19B105,19B,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A001,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A002,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A003,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A004,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A005,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A006,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A007,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A008,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A009,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A010,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A011,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A012,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A013,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
adult_drosophila_melanogaster,vnc,IN20A.22A015,20A.22A,acetylcholine,"Lacin et al., 2019",FISH,3
