species,region,cell_type,hemilineage,known_nt,known_nt_source,known_nt_evidence,known_nt_confidence
adult_drosophila_melanogaster,midbrain,SAD047,AOTUv3_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SAD085,DM5_central,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP003_a,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP003_b,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"SIP014,SIP016",VLPd&p1_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP015,VLPd&p1_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"SIP032,SIP059",VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP033,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP034,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP041,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP046,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SIP047a,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP047b,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP061,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SIP087,putative_primary,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SLP006,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP007a,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP007b,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP008,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP011,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP012,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP016,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP017,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP019,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP024a,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP024b,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP024c,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP024d,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP025a,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP025b,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP026,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP027,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP028a,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP028b,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP028c,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP030,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP118,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP119,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP120,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP122,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP149,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP151,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP152,LHd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP153,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP155,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP157,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP158,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP159,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP160,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP162a,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP162b,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP162c,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"SLP168,SLP125",SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP169,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP221,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP222,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP223,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP224,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP226,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP227,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP228,SLPav1_medial,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP257,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP258,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP265a,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP265b,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP285,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP286a,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP286b,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP287,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP288a,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP288b,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP288c,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP289,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP290,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP291,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP295a,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP295b,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP298,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP300a,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP300b,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP302a,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP302b,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP307,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP376,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SLP390,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP391,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP392,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP396,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP397,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP398a,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP398b,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP400a,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP400b,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP412,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP438,SLPpm4,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP467a,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLP467b,SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"SLPad1_anterior_12,22,30,5",SLPad1_anterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLPal1_39,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLPal1__0,SLPal1,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLPpm1__0,SLPpm1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SLPpm3_P01,SLPpm3,acetylcholine,"Dolan et al., 2019",immuno,5
adult_drosophila_melanogaster,midbrain,SMP006,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP008,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP014,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP015,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP016,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP018,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP019a,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP019b,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP020,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP021,AOTUv3_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP039,NA,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP081,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP083,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP084,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP085,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP087,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP090,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP092,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP093,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP095,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP096,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP102,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP103,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"SMP104,SMP105,SMP107",SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP106a,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP106b,SMPad1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP143,putative_primary,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP153a,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP153b,AOTUv4_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP160,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP161,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP162a,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP162b,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP162c,VLPa1_medial,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP170,AOTUv4_ventral,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP177,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP178,DL1_dorsal,dopamine,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP179,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP180,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP181,putative_primary,dopamine,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP182,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP185,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP186,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP187,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP188,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP189,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP191,DL2_dorsal,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP207,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP208,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP210,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP213,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP214,SLPad1_posterior,gaba-negative,"Ito et al.,  2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP215a,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SMP215b,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SMP215c,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SMP229,SLPpl1,gaba-negative,"Ito et al., 2013","lineage, based",2
adult_drosophila_melanogaster,midbrain,SMP245,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP246,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP248a,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP248b,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP248c,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP283,VLPd&p1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP333,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP334,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP339,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP340,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP341,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP341,SMPpd1,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP342,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP344a,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP344b,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP345,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP346,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP348a,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP348a,SMPpd1,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP348b,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP348b,SMPpd1,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP353,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP355,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP357,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP359,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP360,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP361a,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP361b,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP362,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP384,putative_primary,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP419,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP420,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP421,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP422,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP423,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP424,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP425,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP428,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP429,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP441,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP444,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP445,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP446a,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP446b,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP447,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP448,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP451a,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP451b,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP452,SMPp&v1_posterior,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP495a,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP495a,CLp1,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP495b,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP495b,CLp1,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP495c,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP495c,CLp1,tyramine,"Chiang et al., 2011","MCFO, unsure",1
adult_drosophila_melanogaster,midbrain,SMP496,SMPpd1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP503,putative_primary,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP504,DM4_dorsal,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP505,DM4_dorsal,serotonin,"Chiang et al., 2011",MCFO,3
adult_drosophila_melanogaster,midbrain,SMP531,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP532a,SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP532b,SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP533,CLp1,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP534,SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP535,SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP537,SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,"SMP538,SMP599",SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP539,SMPpd2,gaba-negative,"Ito et al., 2013","immuno, lineage based",2
adult_drosophila_melanogaster,midbrain,SMP540,SMPpd2,gaba-negative,"Dolan et al., 2019",immuno,5
